time,airliner,flight_ID,observation_id,details_departure_flyout_time,details_arrival_flyout_time,details_price_economy,details_price_business,fares_0_name,fares_0_price,fares_1_name,fares_1_price,fares_2_name,fares_2_price,seats_0_zone,seats_0_price,seats_0_available,seats_0_unavailable,seats_1_zone,seats_1_price,seats_1_available,seats_1_unavailable,seats_2_zone,seats_2_price,seats_2_available,seats_2_unavailable,seats_3_zone,seats_3_price,seats_3_available,seats_3_unavailable,seats_4_zone,seats_4_price,seats_4_available,seats_4_unavailable
2024-08-30 04:03:05,,09-09-2024_AMS-ZRH_1,09-09-2024_AMS-ZRH_1_Economy,07:05,08:35,398,963,Light,398,Standard,446,Flex,521,Business,N/A,0,0,Economy Comfort,N/A,0,0,Front Seat,N/A,0,0,Extra leg room,N/A,0,0,Economy,N/A,0,0
2024-08-30 04:03:05,,09-09-2024_AMS-ZRH_1,09-09-2024_AMS-ZRH_1_Business,07:05,08:35,398,963,Business Flex,963,Business Flex Extra SAF,982,Checked Bag,55,Business,N/A,0,0,Economy Comfort,N/A,0,12,Front Seat,N/A,0,0,Extra leg room,N/A,0,12,Economy,N/A,0,132
2024-08-30 04:06:49,,09-09-2024_AMS-ZRH_2,09-09-2024_AMS-ZRH_2_Economy,09:40,11:05,398,963,Light,398,Standard,446,Flex,521,Checked Bag,40,Business,N/A,0,0,Economy Comfort,N/A,0,10,Front Seat,N/A,29,0,Extra leg room,N/A,1,11,Economy,N/A,58,47
2024-08-30 04:06:49,,09-09-2024_AMS-ZRH_2,09-09-2024_AMS-ZRH_2_Business,09:40,11:05,398,963,Business Flex,963,Business Flex Extra SAF,982,Checked Bag,55,Business,N/A,0,0,Economy Comfort,N/A,0,12,Front Seat,N/A,0,0,Extra leg room,N/A,0,12,Economy,N/A,0,132
2024-08-30 04:08:21,,09-09-2024_AMS-ZRH_3,09-09-2024_AMS-ZRH_3_Economy,12:20,13:45,460,963,Light,460,Standard,508,Flex,588,Checked Bag,40,Business,N/A,0,0,Economy Comfort,20.00,1,11,Front Seat,N/A,2,0,Extra leg room,N/A,2,0,Economy,20.00,4,64
2024-08-30 04:08:21,,09-09-2024_AMS-ZRH_3,09-09-2024_AMS-ZRH_3_Business,12:20,13:45,460,963,Business Flex,963,Business Flex Extra SAF,982,Checked Bag,55,Business,N/A,0,0,Economy Comfort,N/A,0,8,Front Seat,N/A,0,0,Extra leg room,N/A,0,0,Economy,N/A,0,72
2024-08-30 04:09:49,,09-09-2024_AMS-ZRH_4,09-09-2024_AMS-ZRH_4_Economy,15:15,16:45,353,963,Light,353,Standard,401,Flex,471,Checked Bag,40,Business,N/A,0,0,Economy Comfort,20.00,2,10,Front Seat,N/A,30,0,Extra leg room,N/A,7,5,Economy,20.00,70,32
2024-08-30 04:09:49,,09-09-2024_AMS-ZRH_4,09-09-2024_AMS-ZRH_4_Business,15:15,16:45,348,963,Business Flex,963,Business Flex Extra SAF,982,Checked Bag,55,Business,N/A,0,0,Economy Comfort,N/A,0,12,Front Seat,N/A,0,0,Extra leg room,N/A,0,12,Economy,N/A,0,132
2024-08-30 04:11:21,,09-09-2024_AMS-ZRH_5,09-09-2024_AMS-ZRH_5_Economy,17:20,18:40,348,963,Light,348,Standard,395,Standard Plus,408,Flex,467,Checked Bag,40,Business,N/A,0,0,Economy Comfort,N/A,0,10,Front Seat,N/A,25,0,Extra leg room,N/A,6,6,Economy,N/A,63,46
2024-08-30 04:11:21,,09-09-2024_AMS-ZRH_5,09-09-2024_AMS-ZRH_5_Business,17:20,18:40,348,963,Business Flex,963,Business Flex Extra SAF,982,Checked Bag,55,Business,N/A,0,0,Economy Comfort,N/A,0,12,Front Seat,N/A,0,0,Extra leg room,N/A,0,12,Economy,N/A,0,132
2024-08-30 04:12:53,,09-09-2024_AMS-ZRH_6,09-09-2024_AMS-ZRH_6_Economy,21:00,22:25,279,882,Light,279,Standard,326,Standard Plus,345,Flex,390,Checked Bag,40,Business,N/A,0,0,Economy Comfort,20.00,1,7,Front Seat,N/A,40,0,Extra leg room,N/A,6,6,Economy,20.00,81,15
2024-08-30 04:12:53,,09-09-2024_AMS-ZRH_6,09-09-2024_AMS-ZRH_6_Business,21:00,22:25,279,882,Business Flex,882,Checked Bag,55,Business,N/A,0,0,Economy Comfort,N/A,0,12,Front Seat,N/A,0,0,Extra leg room,N/A,0,12,Economy,N/A,0,132
